tweetId,id,text,polarity_condition,topic_condition,edit_history_tweet_ids,created_at,lang,noteFactor_fn,noteFactor_abs
2044137131132469622,2044137131132469622,"Uncomfortable facts about the “Holocaust.”

-There is no order from Hitler to kill the jews 

-there is no chemical evidence anyone was ever gassed to death 

-the allies never uncovered one “death camp”

-the polish government admitted that their “gas chambers” on display are https://t.co/XXiqbJnKl3",center,religion,['2044137131132469622'],2026-04-14T19:34:04.000Z,en,-0.007486869,0.007486869
2054497824377909410,2054497824377909410,"-In USA &amp; other countries, nobody can question Christianity

-In Pakistan &amp; other countries, nobody can question Islam

-In India, Muslims, Christians, etc. can openly talk about finishing Sanatan

And yet, it’s Hindus who are labelled ""intolerant"" &amp; lectured about ""secularism"".",center,religion,['2054497824377909410'],2026-05-13T09:43:46.000Z,en,-0.019774243,0.019774243
2046272688042147890,2046272688042147890,"A White firefighter in Wisconsin saved a Black man who was overdosing on drugs.

After being revived, the Black man immediately pulled a gun and shot the White man who had just rescued him dead.

Mainstream media didn’t report this incident, as it doesn’t fit their narrative. https://t.co/TKeV2V1TyD",negative,race,['2046272688042147890'],2026-04-20T17:00:01.000Z,en,-0.4648921,0.4648921
2035355458945573186,2035355458945573186,"The wealthy 1500-member Musqueam tribe, which claims all of Vancouver, is building 11 towers (some 56 stories) on an 11.7-acre waterfront site.

This density breaks all the rules, but when you’re a court-supported racial oligarchy, you can do anything. https://t.co/rGZdP7gqSh",negative,race,['2035355458945573186'],2026-03-21T13:58:51.000Z,en,-0.4385461,0.4385461
2012042341612396897,2012042341612396897,"After Algeria lost to Nigeria at the African Cup of Nations, Algerian fans in the stadium started chanting that they would castrate all the black men and enslave their women again.

Anyone who thinks white people are ‘the most racist’ has not met your average Arab/Muslim yet. https://t.co/nfbcxidwe5",negative,race,['2012042341612396897'],2026-01-16T06:00:50.000Z,en,-0.42098793,0.42098793
2055452255545933938,2055452255545933938,"""This system's racist!""

Thomas Massie believes the most important issue facing Kentucky is that Blacks and Hispanics may initially fail a background check when purchasing a gun.

He then brags about working with Sheila Lee Jackson and Hank Johnson to make it easier for Black https://t.co/ly1FkjOHj2",negative,race,['2055452255545933938'],2026-05-16T00:56:20.000Z,en,-0.35623127,0.35623127
2064809064148644131,2064809064148644131,"Not seeing any migrants, violent Muslim thugs, or drug addicts on the streets of Moscow, Russia 🇷🇺.

All I see is beautiful white women, living their best life. Unafraid, unmolested, &amp; completely safe.

Vladimir Putin knows how to keep his people safe, unlike Western Europe. https://t.co/m6tAmHVRp7",negative,race,"['2064807460238426274', '2064809064148644131']",2026-06-10T20:36:57.000Z,en,-0.35007277,0.35007277
2061759253489099129,2061759253489099129,"Kemi Badenoch declared “Black Lives Do Matter” when George Floyd died.

Yet when a white man in Britain is murdered amidst obvious anti-white racism she goes on TV to declare “I don’t want to hear white lives matter”.

 Kemi and the Tory Party do not care about white people. https://t.co/WMtasMwGbA",negative,race,['2061759253489099129'],2026-06-02T10:38:06.000Z,en,-0.2682976,0.2682976
2017903979405910149,2017903979405910149,"Police say this placard is offensive &amp; racist. They arrested me at Palestine march yesterday

Nonsense! It does not refer to anyone's race 

Even if people disagree with my words, in a free &amp; democratic society they should not be criminalised

READ STORY: https://t.co/m36vBsR53N https://t.co/P2OK7167Hz",positive,race,['2017903979405910149'],2026-02-01T10:12:54.000Z,en,0.5646642,0.5646642
2059106745373352239,2059106745373352239,"Perfect reminder about this administration on Memorial Day

Powell was a republican too

Denouncing. Racism is not political 

And supporting and/or ignoring racist policies is not just a difference of opinion https://t.co/NwioHzqb07",positive,race,['2059106745373352239'],2026-05-26T02:57:59.000Z,en,0.5625445,0.5625445
2033717453448950223,2033717453448950223,"In Reagan-era New York City, a white man named Bernie Goetz opened fire on four unarmed black youths in the New York City subway.

The tabloid media hailed him as a vigilante hero, setting the tone for modern right-wing racial grievance politics.https://t.co/eRGTC1MZTx",positive,race,['2033717453448950223'],2026-03-17T01:30:00.000Z,en,0.43229353,0.43229353
2032575368977101031,2032575368977101031,Governor DeSantis has ordered books about Black History and Native American history to be thrown away and destroyed! This is what is happening here at Florida College where they were ordered to destroy all of them immediately! https://t.co/Tr68IYrgju,positive,race,['2032575368977101031'],2026-03-13T21:51:46.000Z,en,0.43083668,0.43083668
2020960914934202661,2020960914934202661,"When people say “this is an English-speaking country,” remember:

Indigenous languages came first.
Spanish was here long before English.
English is the immigrant language that seized power.",positive,race,['2020960914934202661'],2026-02-09T20:40:04.000Z,en,0.42966938,0.42966938
2023622968195379518,2023622968195379518,"Wait til the rest of the world realises Australia has literal apartheid laws which only apply to Indigenous people, like 6 month prison sentences for possession of a single can of beer https://t.co/29GtBXoNBI",positive,race,['2023622968195379518'],2026-02-17T04:58:07.000Z,en,0.3870651,0.3870651
2043684847370047538,2043684847370047538,"Did YOU know about this?
In 1992, Los Angeles Koreans armed themselves and killed over 40 rioting Black people, shocking the entire United States! https://t.co/7Cyytq3o9R",center,race,['2043684847370047538'],2026-04-13T13:36:52.000Z,en,-0.006132979,0.006132979
2025921668103766343,2025921668103766343,the tourette’s syndrome simply brought out what he was thinking deep down. why couldn’t BBC censor it? why can’t he just apologize? and why are there so many white liberals telling black people how to feel about this situation? https://t.co/AYYf89eJxz,center,race,['2025921668103766343'],2026-02-23T13:12:20.000Z,en,-0.01799352,0.01799352
2023859016485781841,2023859016485781841,NEW: Crockett calls out Talarico for failing to condemn Super PAC ads she says are “straight up racist” and notes they are darkening her skin color. https://t.co/ZmNjZRXQj0,center,race,['2023859016485781841'],2026-02-17T20:36:05.000Z,en,-0.029203707,0.029203707
2068856809851338866,2068856809851338866,A Rookie Cop career ends after racially profiling new Black Police Chief in a parking lot.. https://t.co/S86BCfUz8j,center,race,['2068856809851338866'],2026-06-22T00:41:15.000Z,en,-0.041600917,0.041600917
2064450977009213826,2064450977009213826,"The mother of 19 year old Karmelo Anthony went live CRASHING OUT in TEARS after he was found GUILTY for the murder of 17 year old Austin Metcalf 😬👀

""The jury was full of racist white people I'm suing all of them""
""My son defended himself and I'm glad he took that boys life"" https://t.co/1V4pt8yLIz",center,race,['2064450977009213826'],2026-06-09T20:54:03.000Z,en,0.0431415,0.0431415
2068204908306710636,2068204908306710636,"Türkiye lost with Turks.

Morocco won with French players.
Germany won with migrants.
Albania didn’t play.
USA has 0 Native Americans in its team.

Good Night.",center,race,['2068204908306710636'],2026-06-20T05:30:50.000Z,en,0.049049705,0.049049705
